Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Anomaly_type,Leakage
INV102160,CUST000085,SVC8296,AGT097,Pending,Plan Change,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-South,5,1.19,28,2025,5,21,2025,5,17,2025,6,14,29,No anomaly,No
INV102533,CUST000400,SVC4551,AGT135,Paid,Bill Payment,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-West,5,2.57,28,2025,5,14,2025,5,11,2025,6,8,29,No anomaly,No
INV103322,CUST006411,SVC1879,AGT148,Pending,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Rural-Zone,750,423.68,28,2024,3,3,2024,3,2,2024,3,30,29,No anomaly,No
INV100086,CUST004160,SVC5377,AGT001,Pending,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-North,50,44.38,28,2025,7,22,2025,7,18,2025,8,15,29,No anomaly,No
INV104767,CUST003133,SVC6381,AGT067,Pending,New Connection,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-B,150,68.05,31,2023,12,1,2023,11,29,2023,12,30,32,Usage mismatch,No
INV103773,CUST002293,SVC6509,AGT003,Pending,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-West,100,55.24,30,2024,12,22,2024,12,18,2025,1,17,31,No anomaly,No
INV102867,CUST004682,SVC3141,AGT012,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,166.44,30,2025,4,5,2025,3,31,2025,4,30,31,No anomaly,No
INV105956,CUST003708,SVC5508,AGT096,Pending,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,22.59,30,2024,8,19,2024,8,15,2024,9,14,31,No anomaly,No
INV105735,CUST004358,SVC3708,AGT049,Pending,Recharge,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,2.89,30,2024,7,21,2024,7,17,2024,8,16,31,No anomaly,No
INV103142,CUST004893,SVC7502,AGT102,Pending,Bill Payment,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Rural-Zone,5,1.91,30,2023,9,24,2023,9,21,2023,10,21,31,No anomaly,No
INV102427,CUST000957,SVC4517,AGT041,Pending,Plan Change,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-East,100,90.76,28,2025,2,19,2025,2,17,2025,3,17,29,No anomaly,No
INV105263,CUST003599,SVC8947,AGT147,Pending,New Connection,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,1.93,31,2024,9,28,2024,9,24,2024,10,25,32,No anomaly,No
INV102479,CUST004553,SVC7717,AGT117,Pending,Renewal,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-West,15,4.1,31,2023,10,27,2023,10,26,2023,11,26,32,Usage mismatch,No
INV103157,CUST002093,SVC4792,AGT128,Pending,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-North,750,360.92,31,2025,8,5,2025,8,3,2025,9,3,32,No anomaly,No
INV102428,CUST002493,SVC4042,AGT129,Pending,Recharge,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,3.0,28,2025,8,14,2025,8,11,2025,9,8,29,No anomaly,No
INV102895,CUST002037,SVC3163,AGT084,Pending,New Connection,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,0.23,28,2023,9,10,2023,9,9,2023,10,7,29,No anomaly,No
INV104168,CUST003544,SVC7964,AGT103,Pending,New Connection,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-East,750,574.8,28,2024,11,30,2024,11,26,2024,12,24,29,No anomaly,No
INV101230,CUST007373,SVC3791,AGT089,Pending,Plan Change,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Rural-Zone,40,18.13,31,2023,9,14,2023,9,9,2023,10,10,32,No anomaly,No
INV103382,CUST002093,SVC5324,AGT055,Pending,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,124.04,28,2024,6,16,2024,6,12,2024,7,10,29,No anomaly,No
INV105890,CUST005424,SVC6273,AGT013,Pending,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-North,30,20.33,28,2025,7,17,2025,7,13,2025,8,10,29,No anomaly,No
INV104701,CUST001418,SVC1504,AGT073,Pending,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,435.82,31,2025,3,4,2025,3,3,2025,4,3,32,No anomaly,No
INV108357,CUST003138,SVC9777,AGT093,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-North,500,45.52,30,2023,10,9,2023,10,8,2023,11,7,31,No anomaly,No
INV104926,CUST006499,SVC4881,AGT098,Pending,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-B,150,107.21,31,2024,2,11,2024,2,10,2024,3,12,32,No anomaly,No
INV103638,CUST001218,SVC6101,AGT049,Pending,Bill Payment,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,30.32,31,2024,6,15,2024,6,13,2024,7,14,32,No anomaly,No
INV102809,CUST003050,SVC4518,AGT047,Pending,Renewal,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,8.97,28,2023,11,30,2023,11,27,2023,12,25,29,No anomaly,No
INV103197,CUST000279,SVC4349,AGT115,Pending,New Connection,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-B,1000,888.83,30,2025,3,3,2025,3,1,2025,3,31,31,No anomaly,No
INV105435,CUST006046,SVC6733,AGT146,Paid,Plan Change,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-South,5,3.8,30,2025,3,6,2025,3,2,2025,4,1,31,No anomaly,No
INV105282,CUST002092,SVC1181,AGT081,Pending,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-West,750,111.39,30,2025,4,13,2025,4,12,2025,5,12,31,No anomaly,No
INV105155,CUST004415,SVC3333,AGT030,Pending,Bill Payment,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,673.42,28,2025,8,1,2025,7,29,2025,8,26,29,No anomaly,No
INV104018,CUST006643,SVC1049,AGT082,Pending,Recharge,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,276.08,28,2023,9,15,2023,9,13,2023,10,11,29,No anomaly,No
INV101466,CUST002897,SVC4872,AGT039,Pending,New Connection,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-East,75,66.11,31,2023,9,5,2023,8,31,2023,10,1,32,Usage mismatch,No
INV105650,CUST001676,SVC2292,AGT033,Pending,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-East,50,26.59,31,2025,7,25,2025,7,20,2025,8,20,32,No anomaly,No
INV102424,CUST006987,SVC3238,AGT072,Paid,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,1.83,30,2024,3,8,2024,3,3,2024,4,2,31,No anomaly,No
INV100675,CUST002331,SVC6250,AGT016,Pending,New Connection,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-A,40,29.13,28,2025,2,27,2025,2,22,2025,3,22,29,No anomaly,No
INV105888,CUST005803,SVC6685,AGT002,Pending,New Connection,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,23.93,31,2024,1,27,2024,1,25,2024,2,25,32,No anomaly,No
INV105654,CUST005660,SVC5810,AGT149,Pending,Recharge,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,42.06,31,2024,3,12,2024,3,8,2024,4,8,32,No anomaly,No
INV101671,CUST007259,SVC4513,AGT108,Paid,Recharge,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,5.22,30,2023,12,28,2023,12,26,2024,1,25,31,No anomaly,No
INV104217,CUST006134,SVC7625,AGT127,Pending,New Connection,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-East,30,21.82,28,2024,10,3,2024,10,1,2024,10,29,29,No anomaly,No
INV104371,CUST003954,SVC8085,AGT084,Pending,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-East,500,378.9,30,2023,12,29,2023,12,27,2024,1,26,31,No anomaly,No
INV100496,CUST007394,SVC6163,AGT141,Pending,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-North,500,443.42,31,2025,7,25,2025,7,20,2025,8,20,32,No anomaly,No
INV108307,CUST002742,SVC1475,AGT093,Paid,Plan Change,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-North,50,25.48,30,2024,6,25,2024,6,24,2024,7,24,31,No anomaly,No
INV104127,CUST006808,SVC2717,AGT064,Pending,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-East,750,147.63,30,2025,4,19,2025,4,14,2025,5,14,31,No anomaly,No
INV100793,CUST005681,SVC2065,AGT033,Pending,New Connection,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-South,50,42.28,30,2025,6,26,2025,6,22,2025,7,22,31,No anomaly,No
INV105892,CUST000718,SVC4908,AGT141,Pending,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-A,500,266.46,31,2024,11,29,2024,11,27,2024,12,28,32,No anomaly,No
INV100443,CUST003322,SVC4281,AGT133,Pending,New Connection,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,31.81,28,2025,8,30,2025,8,26,2025,9,23,29,No anomaly,No
INV103318,CUST006578,SVC5502,AGT023,Paid,Renewal,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-West,150,7.89,30,2024,1,25,2024,1,21,2024,2,20,31,No anomaly,No
INV100456,CUST003473,SVC4449,AGT108,Pending,Renewal,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,1.75,31,2024,3,20,2024,3,17,2024,4,17,32,No anomaly,No
INV104030,CUST001358,SVC6180,AGT027,Pending,Renewal,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-West,200,94.2,28,2024,2,26,2024,2,21,2024,3,20,29,No anomaly,No
INV103074,CUST006706,SVC3718,AGT020,Pending,Plan Change,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,5.67,31,2025,6,7,2025,6,2,2025,7,3,32,No anomaly,No
INV100883,CUST001768,SVC9110,AGT075,Pending,Recharge,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Rural-Zone,30,17.99,31,2024,3,11,2024,3,6,2024,4,6,32,No anomaly,No
INV104649,CUST004062,SVC1896,AGT040,Pending,Plan Change,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-South,40,7.64,30,2024,11,29,2024,11,24,2024,12,24,31,No anomaly,No
INV102157,CUST001870,SVC9684,AGT005,Pending,Plan Change,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,60.43,30,2024,10,27,2024,10,26,2024,11,25,31,No anomaly,No
INV103007,CUST004453,SVC8074,AGT018,Pending,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-B,200,22.37,31,2025,7,12,2025,7,7,2025,8,7,32,No anomaly,No
INV105310,CUST007206,SVC8758,AGT009,Paid,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Rural-Zone,150,28.88,30,2024,6,18,2024,6,15,2024,7,15,31,No anomaly,No
INV105589,CUST004432,SVC2530,AGT138,Pending,Plan Change,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,19.03,30,2024,1,27,2024,1,23,2024,2,22,31,No anomaly,No
INV105020,CUST004963,SVC7176,AGT139,Pending,Bill Payment,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-A,50,12.17,30,2025,2,1,2025,1,30,2025,3,1,31,No anomaly,No
INV100133,CUST005173,SVC5961,AGT071,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,445.48,30,2024,11,13,2024,11,9,2024,12,9,31,No anomaly,No
INV101161,CUST006226,SVC2921,AGT062,Pending,Bill Payment,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-South,750,215.57,28,2025,3,26,2025,3,22,2025,4,19,29,No anomaly,No
INV102954,CUST006203,SVC1907,AGT080,Paid,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Rural-Zone,500,416.31,28,2025,4,27,2025,4,25,2025,5,23,29,Usage mismatch,No
INV105430,CUST005854,SVC5632,AGT045,Pending,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-West,750,312.14,30,2023,12,28,2023,12,24,2024,1,23,31,No anomaly,No
INV101675,CUST004567,SVC8014,AGT107,Paid,New Connection,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,888.42,28,2024,4,13,2024,4,11,2024,5,9,29,No anomaly,No
INV100003,CUST005978,SVC8527,AGT138,Pending,New Connection,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-A,30,23.0,28,2024,2,18,2024,2,13,2024,3,12,29,No anomaly,No
INV104996,CUST004170,SVC5823,AGT023,Paid,Bill Payment,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-East,50,0.79,30,2024,10,10,2024,10,7,2024,11,6,31,No anomaly,No
INV103680,CUST000658,SVC5037,AGT139,Pending,Bill Payment,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,20.63,30,2024,12,5,2024,12,2,2025,1,1,31,No anomaly,No
INV108455,CUST006988,SVC7039,AGT113,Paid,Bill Payment,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,656.27,30,2025,2,19,2025,2,14,2025,3,16,31,No anomaly,No
INV104732,CUST007134,SVC4261,AGT027,Pending,Renewal,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-South,50,16.1,28,2024,10,6,2024,10,4,2024,11,1,29,No anomaly,No
INV103829,CUST001563,SVC6347,AGT078,Paid,Bill Payment,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-North,100,40.95,30,2024,7,21,2024,7,16,2024,8,15,31,No anomaly,No
INV105478,CUST004183,SVC5443,AGT126,Pending,New Connection,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Rural-Zone,50,9.09,30,2024,4,23,2024,4,19,2024,5,19,31,No anomaly,No
INV101603,CUST005901,SVC9592,AGT003,Pending,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-B,5,3.7,28,2025,7,19,2025,7,14,2025,8,11,29,No anomaly,No
INV104319,CUST002883,SVC2714,AGT081,Pending,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-East,75,57.23,30,2024,1,14,2024,1,13,2024,2,12,31,No anomaly,No
INV100276,CUST005316,SVC3711,AGT014,Pending,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-North,30,18.94,28,2024,9,2,2024,9,1,2024,9,29,29,No anomaly,No
INV101427,CUST004457,SVC1687,AGT134,Paid,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Metro-A,150,141.15,30,2025,4,22,2025,4,18,2025,5,18,31,No anomaly,No
INV105083,CUST003123,SVC5215,AGT035,Pending,Bill Payment,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-East,75,7.99,30,2024,2,10,2024,2,8,2024,3,9,31,No anomaly,No
INV100061,CUST004275,SVC5425,AGT138,Pending,Recharge,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-South,10,1.67,31,2023,9,28,2023,9,26,2023,10,27,32,No anomaly,No
INV105537,CUST003219,SVC8129,AGT110,Pending,Recharge,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-East,15,0.28,28,2025,2,19,2025,2,16,2025,3,16,29,No anomaly,No
INV103790,CUST005706,SVC1041,AGT089,Paid,Recharge,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Rural-Zone,10,5.5,30,2025,2,6,2025,2,2,2025,3,4,31,No anomaly,No
INV104456,CUST000057,SVC6005,AGT087,Paid,New Connection,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Metro-B,15,7.41,30,2024,6,24,2024,6,19,2024,7,19,31,No anomaly,No
INV104617,CUST000352,SVC1722,AGT148,Pending,Plan Change,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-B,40,22.3,31,2023,9,19,2023,9,15,2023,10,16,32,Usage mismatch,No
INV100170,CUST001058,SVC8088,AGT129,Paid,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,729.39,30,2023,9,6,2023,9,1,2023,10,1,31,No anomaly,No
INV100609,CUST000722,SVC5934,AGT090,Pending,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-East,200,116.29,31,2024,6,20,2024,6,18,2024,7,19,32,No anomaly,No
INV102029,CUST004941,SVC4328,AGT010,Pending,Renewal,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-South,750,603.78,30,2025,4,30,2025,4,27,2025,5,27,31,No anomaly,No
INV102570,CUST000726,SVC4972,AGT107,Pending,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-East,30,11.89,31,2024,7,18,2024,7,16,2024,8,16,32,No anomaly,No
INV103625,CUST001353,SVC8232,AGT102,Pending,Bill Payment,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,119.56,31,2025,7,20,2025,7,19,2025,8,19,32,No anomaly,No
INV105328,CUST000014,SVC9706,AGT100,Pending,New Connection,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-West,30,17.06,30,2025,2,13,2025,2,11,2025,3,13,31,No anomaly,No
INV105377,CUST001766,SVC2863,AGT021,Paid,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-East,200,178.9,30,2024,11,17,2024,11,12,2024,12,12,31,No anomaly,No
INV105238,CUST003234,SVC7143,AGT097,Pending,Recharge,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-A,100,5.0,31,2024,9,4,2024,9,2,2024,10,3,32,No anomaly,No
INV100350,CUST000886,SVC8892,AGT017,Pending,Renewal,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,283.55,31,2025,1,9,2025,1,4,2025,2,4,32,No anomaly,No
INV102514,CUST000806,SVC5502,AGT008,Paid,Recharge,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-North,30,1.18,30,2024,3,24,2024,3,19,2024,4,18,31,No anomaly,No
INV103536,CUST006831,SVC4646,AGT037,Pending,Renewal,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-A,750,43.07,30,2025,3,24,2025,3,23,2025,4,22,31,No anomaly,No
INV103894,CUST002235,SVC8905,AGT033,Pending,Renewal,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,189.17,28,2024,4,30,2024,4,25,2024,5,23,29,No anomaly,No
INV103973,CUST003447,SVC1322,AGT041,Pending,New Connection,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-South,40,30.98,31,2024,11,30,2024,11,28,2024,12,29,32,No anomaly,No
INV101768,CUST006465,SVC8140,AGT068,Pending,Plan Change,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Rural-Zone,750,35.63,28,2025,7,9,2025,7,5,2025,8,2,29,No anomaly,No
INV100230,CUST002190,SVC7502,AGT021,Pending,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-South,100,77.45,31,2024,1,31,2024,1,26,2024,2,26,32,No anomaly,No
INV100612,CUST002060,SVC6477,AGT117,Pending,New Connection,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,9.96,31,2023,10,6,2023,10,3,2023,11,3,32,No anomaly,No
INV101237,CUST004399,SVC1836,AGT082,Pending,New Connection,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-South,100,44.11,30,2024,6,19,2024,6,17,2024,7,17,31,No anomaly,No
INV102180,CUST001683,SVC9015,AGT068,Pending,Bill Payment,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-West,150,50.72,30,2024,3,2,2024,2,26,2024,3,27,31,No anomaly,No
INV100237,CUST003691,SVC9038,AGT059,Pending,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-South,750,558.28,28,2024,12,7,2024,12,6,2025,1,3,29,No anomaly,No
INV108728,CUST000746,SVC2415,AGT054,Paid,Plan Change,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-South,25,5.69,30,2025,3,28,2025,3,26,2025,4,25,31,No anomaly,No
INV100502,CUST000988,SVC4714,AGT003,Pending,Recharge,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-North,30,26.51,28,2024,11,5,2024,11,1,2024,11,29,29,No anomaly,No
INV103135,CUST005829,SVC2133,AGT124,Pending,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,9.25,28,2024,7,13,2024,7,12,2024,8,9,29,No anomaly,No
INV101787,CUST004139,SVC5695,AGT132,Pending,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-South,200,83.7,31,2024,11,21,2024,11,20,2024,12,21,32,No anomaly,No
INV104816,CUST000115,SVC1535,AGT132,Pending,Bill Payment,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-B,30,4.12,31,2024,5,31,2024,5,29,2024,6,29,32,No anomaly,No
INV105394,CUST000232,SVC4893,AGT049,Pending,Renewal,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,1.11,28,2023,12,24,2023,12,20,2024,1,17,29,No anomaly,No
INV100444,CUST006681,SVC5530,AGT058,Pending,Bill Payment,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-South,50,16.51,31,2024,5,27,2024,5,24,2024,6,24,32,No anomaly,No
INV105134,CUST005490,SVC5767,AGT131,Pending,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-North,500,37.3,31,2025,6,23,2025,6,18,2025,7,19,32,No anomaly,No
INV104421,CUST005146,SVC1302,AGT110,Paid,Bill Payment,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-North,25,1.18,30,2025,1,26,2025,1,21,2025,2,20,31,No anomaly,No
INV101370,CUST005505,SVC5428,AGT097,Pending,Renewal,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,0.51,28,2024,1,20,2024,1,16,2024,2,13,29,No anomaly,No
INV103745,CUST004348,SVC2386,AGT077,Paid,Bill Payment,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-A,5,2.55,30,2024,6,17,2024,6,14,2024,7,14,31,No anomaly,No
INV105233,CUST005977,SVC9950,AGT091,Paid,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-South,200,49.91,30,2024,4,2,2024,3,29,2024,4,28,31,No anomaly,No
INV105723,CUST007089,SVC2975,AGT069,Paid,Plan Change,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,229.31,30,2024,8,26,2024,8,22,2024,9,21,31,No anomaly,No
INV103507,CUST005723,SVC9246,AGT135,Pending,Bill Payment,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-East,150,64.98,31,2024,12,22,2024,12,17,2025,1,17,32,No anomaly,No
INV104974,CUST007635,SVC4466,AGT054,Pending,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-B,200,146.32,28,2024,12,13,2024,12,8,2025,1,5,29,No anomaly,No
INV103543,CUST003782,SVC7695,AGT070,Pending,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-West,150,55.21,31,2024,6,4,2024,6,2,2024,7,3,32,No anomaly,No
